City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Olafsvik,IS,2022-02-02   03:21:10,64.8945,-23.7142,35.6,64,100,18.16
295,Sao Filipe,CV,2022-02-02   03:21:10,14.8961,-24.4956,72.95,78,10,13.89
296,Xuanhua,CN,2022-02-02   03:21:11,40.6103,115.0447,20.44,33,0,6.15
297,Chanute,US,2022-02-02   03:20:02,37.6792,-95.4572,38.48,87,100,12.66
298,Tondano,ID,2022-02-02   03:21:11,1.3038,124.9112,69.89,54,99,7.16
299,Mahanoro,MG,2022-02-02   03:21:12,-19.9,48.8,72.68,88,86,8.19
300,Khilok,RU,2022-02-02   03:21:12,51.3674,110.4676,0.05,88,100,6.08
301,Port Lincoln,AU,2022-02-02   03:21:13,-34.7333,135.8667,64.67,52,95,17.09
302,Ribeira Grande,PT,2022-02-02   03:21:13,38.5167,-28.7,59.49,73,53,12.64
303,Hambantota,LK,2022-02-02   03:21:13,6.1241,81.1185,76.86,70,54,11.74
304,Saint-Georges,GD,2022-02-02   03:21:14,12.0564,-61.7485,78.48,83,20,6.91
305,Novyy Rogachik,RU,2022-02-02   03:21:14,48.6768,44.0608,29.3,99,100,6.8
306,Tevaitoa,PF,2022-02-02   03:21:14,-16.7833,-151.5,81.03,77,7,19.82
307,Vila Franca Do Campo,PT,2022-02-02   03:21:15,37.7167,-25.4333,56.19,78,87,10.69
308,Pokhara,NP,2022-02-02   03:18:08,28.2333,83.9833,54.34,50,6,1.07
309,Faya,SA,2022-02-02   03:21:15,18.3851,42.4509,50.11,57,0,4.52
310,Nishihara,JP,2022-02-02   03:21:15,26.1842,127.7558,64.45,91,100,5.75
311,Batticaloa,LK,2022-02-02   03:21:16,7.7102,81.6924,75.9,70,4,0.78
312,Port Hardy,CA,2022-02-02   03:21:16,50.6996,-127.4199,39.76,93,75,4.61
313,Charters Towers,AU,2022-02-02   03:21:16,-20.1,146.2667,93.04,45,100,3.96
314,Esna,EG,2022-02-02   03:21:17,25.2934,32.554,46.42,69,0,1.25
315,Takoradi,GH,2022-02-02   03:21:17,4.8845,-1.7554,77.94,86,95,4.88
316,Husavik,IS,2022-02-02   03:22:17,66.0449,-17.3389,13.91,79,95,8.81
317,Thai Binh,VN,2022-02-02   03:22:18,20.45,106.3333,57.2,74,100,5.82
318,Kailaras,IN,2022-02-02   03:22:18,26.3167,77.6167,59.81,55,0,0.83
319,Ribas Do Rio Pardo,BR,2022-02-02   03:22:18,-20.4431,-53.7592,71.82,94,100,5.28
320,Rothesay,GB,2022-02-02   03:22:19,55.8365,-5.0551,47.39,95,100,5.3
321,Suba,PH,2022-02-02   03:22:19,10.8438,121.0102,79.9,84,45,24.07
322,Burtunay,RU,2022-02-02   03:22:19,42.9886,46.6303,28.35,63,45,5.73
323,Yulara,AU,2022-02-02   03:22:20,-25.2406,130.9889,69.64,88,100,16.11
324,Leningradskiy,RU,2022-02-02   03:22:20,69.3833,178.4167,-10.68,94,35,11.01
325,Vila,PT,2022-02-02   03:22:20,42.0304,-8.1588,40.08,75,0,4.21
326,Buala,SB,2022-02-02   03:22:21,-8.145,159.5921,85.53,71,61,8.59
327,Kabwe,ZM,2022-02-02   03:22:21,-14.4469,28.4464,61.72,98,85,4.5
328,Togul,RU,2022-02-02   03:22:21,53.465,85.9128,-4.25,100,83,1.03
329,Oktyabrskoye,RU,2022-02-02   03:22:22,43.0645,44.7417,23.14,100,87,8.95
330,Opotiki,NZ,2022-02-02   03:22:22,-38.0833,177.2833,76.39,71,91,10.18
331,Rockport,US,2022-02-02   03:18:21,28.0206,-97.0544,62.62,95,0,1.99
332,Marica,BR,2022-02-02   03:22:22,-22.9194,-42.8186,77.86,91,100,4.9
333,Goksun,TR,2022-02-02   03:22:23,38.021,36.4973,27.55,98,100,4.45
334,Phuket,TH,2022-02-02   03:19:06,8.0,98.25,84.42,70,20,10.36
335,Akyab,MM,2022-02-02   03:22:23,20.15,92.9,69.67,58,12,6.02
336,Condoto,CO,2022-02-02   03:22:23,5.0935,-76.6497,72.77,97,47,2.71
337,Lavrentiya,RU,2022-02-02   03:22:24,65.5833,-171.0,-0.69,83,1,14.36
338,Zhezkazgan,KZ,2022-02-02   03:22:24,47.8043,67.7144,1.38,85,40,8.95
339,Port Blair,IN,2022-02-02   03:22:24,11.6667,92.75,80.64,74,20,5.75
340,Putina,PE,2022-02-02   03:22:25,-15.4667,-69.4333,45.21,75,100,4.32
341,Lusambo,CD,2022-02-02   03:22:25,-4.9667,23.45,68.41,88,100,1.19
342,Jerusalem,IL,2022-02-02   03:22:25,31.769,35.2163,47.23,77,0,1.45
343,Sobolevo,RU,2022-02-02   03:22:26,54.4299,31.8996,19.24,96,100,8.19
344,Reconquista,AR,2022-02-02   03:22:26,-29.15,-59.65,82.18,34,65,8.21
345,Port Macquarie,AU,2022-02-02   03:22:26,-31.4333,152.9167,77.9,94,100,5.75
346,Mayor Pablo Lagerenza,PY,2022-02-02   03:22:27,-19.9309,-60.7718,78.75,60,80,5.26
347,Bilma,NE,2022-02-02   03:22:27,18.6853,12.9164,51.6,24,0,3.58
348,Darab,IR,2022-02-02   03:22:27,28.7519,54.5444,46.74,68,0,8.37
349,Nara,JP,2022-02-02   03:18:51,34.6851,135.8049,45.72,43,21,8.59
350,Cervo,ES,2022-02-02   03:22:28,43.6702,-7.4101,37.2,87,3,7.2
351,Vestmannaeyjar,IS,2022-02-02   03:22:28,63.4427,-20.2734,37.2,88,100,12.82
352,Tabou,CI,2022-02-02   03:22:28,4.423,-7.3528,77.5,82,100,2.21
353,Irbeyskoye,RU,2022-02-02   03:22:29,55.6428,95.4522,-3.59,98,84,1.52
354,Chuy,UY,2022-02-02   03:22:29,-33.6971,-53.4616,62.06,77,0,6.67
355,Wum,CM,2022-02-02   03:22:29,6.3833,10.0667,64.2,30,42,1.95
356,Waterloo,CA,2022-02-02   03:22:29,43.4668,-80.5164,39.88,66,100,10.0
357,Barcelos,PT,2022-02-02   03:22:30,41.5388,-8.6151,57.34,73,0,6.17
358,Gobabis,NA,2022-02-02   03:22:30,-22.45,18.9667,65.44,91,90,7.83
359,Djambala,CG,2022-02-02   03:22:30,-2.5447,14.7533,71.82,78,97,4.0
360,La Vega,DO,2022-02-02   03:22:31,19.2221,-70.5296,72.28,95,76,1.28
361,Hella,NO,2022-02-02   03:22:31,67.2,14.4333,23.14,60,100,19.57
362,Mount Gambier,AU,2022-02-02   03:22:31,-37.8333,140.7667,60.98,51,96,9.62
363,Qingdao,CN,2022-02-02   03:19:21,36.0986,120.3719,31.6,43,0,4.47
364,Payo,ID,2022-02-02   03:23:32,-3.7508,103.6372,72.7,95,100,1.54
365,Te Anau,NZ,2022-02-02   03:23:32,-45.4167,167.7167,66.25,98,100,4.47
366,Vilyuysk,RU,2022-02-02   03:23:32,63.7553,121.6247,-21.98,96,98,6.13
367,Bjornevatn,NO,2022-02-02   03:23:33,69.6672,29.9847,9.45,99,100,1.19
368,La Ronge,CA,2022-02-02   03:23:33,55.1001,-105.2842,-10.95,58,75,10.36
369,Leh,IN,2022-02-02   03:23:33,34.1667,77.5833,-1.5,74,95,2.64
370,Maneadero,MX,2022-02-02   03:23:34,31.7167,-116.5667,57.09,79,98,1.01
371,Isangel,VU,2022-02-02   03:22:47,-19.55,169.2667,86.11,79,75,3.44
372,Port-Cartier,CA,2022-02-02   03:23:34,50.0334,-66.8654,2.75,92,100,2.51
373,Almaznyy,RU,2022-02-02   03:23:34,48.0448,40.045,35.74,98,100,10.45
374,Tual,ID,2022-02-02   03:23:35,-5.6667,132.75,80.85,79,100,10.16
375,Bireun,ID,2022-02-02   03:23:35,5.203,96.7009,81.95,71,14,2.46
376,Sisimiut,GL,2022-02-02   03:23:35,66.9395,-53.6735,5.65,89,100,11.81
377,Poya,NC,2022-02-02   03:23:36,-21.35,165.15,86.36,55,72,10.25
378,College,US,2022-02-02   03:23:36,64.8569,-147.8028,1.06,72,20,0.0
379,San Jose,US,2022-02-02   03:22:05,37.3394,-121.895,58.75,38,0,1.99
380,Omsukchan,RU,2022-02-02   03:23:36,62.5333,155.8,-5.06,95,97,4.83
381,Longhua,CN,2022-02-02   03:23:36,23.6137,114.1919,51.33,94,100,3.22
382,Obihiro,JP,2022-02-02   03:23:37,42.9172,143.2044,29.61,71,10,7.63
383,Namtsy,RU,2022-02-02   03:21:02,62.7161,129.6658,-20.09,93,100,5.26
384,Fairbanks,US,2022-02-02   03:20:03,64.8378,-147.7164,-10.39,72,0,0.0
385,Keflavik,IS,2022-02-02   03:23:37,64.0049,-22.5624,31.91,100,75,9.22
386,Yumen,CN,2022-02-02   03:23:38,40.2833,97.2,21.11,27,9,7.94
387,Ambon,ID,2022-02-02   03:23:38,-3.6954,128.1814,89.74,55,40,6.91
388,Derzhavinsk,KZ,2022-02-02   03:23:38,51.1,66.3167,8.71,87,100,5.79
389,Wenling,CN,2022-02-02   03:23:38,28.3669,121.36,43.92,89,100,12.46
390,Bage,BR,2022-02-02   03:23:39,-31.3314,-54.1069,69.58,78,0,11.5
391,Bantogon,PH,2022-02-02   03:23:39,6.5333,124.0333,83.28,65,98,4.05
392,Taltal,CL,2022-02-02   03:23:39,-25.4,-70.4833,66.27,79,0,1.28
393,Klaksvik,FO,2022-02-02   03:23:40,62.2266,-6.589,34.72,72,100,21.07
394,Orotukan,RU,2022-02-02   03:23:40,62.2667,151.7,-6.77,96,100,4.59
395,Pitimbu,BR,2022-02-02   03:23:40,-7.4706,-34.8086,75.79,75,33,8.77
396,Yangambi,CD,2022-02-02   03:23:41,0.8102,24.4336,71.26,73,96,0.67
397,Jalu,LY,2022-02-02   03:23:41,29.0331,21.5482,52.14,41,22,7.92
398,Okhotsk,RU,2022-02-02   03:21:28,59.3833,143.3,2.19,76,15,17.52
399,Dickinson,US,2022-02-02   03:23:41,29.4608,-95.0513,62.26,94,40,1.01
400,West Plains,US,2022-02-02   03:23:42,36.7281,-91.8524,56.23,88,100,1.01
401,San Rafael,AR,2022-02-02   03:20:38,-34.6177,-68.3301,82.58,39,94,18.66
402,Henties Bay,NA,2022-02-02   03:22:45,-22.116,14.2845,65.86,84,76,2.1
403,Kununurra,AU,2022-02-02   03:20:33,-15.7667,128.7333,91.38,62,75,13.8
404,Atambua,ID,2022-02-02   03:19:43,-9.1061,124.8925,81.21,68,81,8.99
405,Pilar,BR,2022-02-02   03:23:42,-9.5972,-35.9567,76.93,90,4,3.29
406,Hasanpur,IN,2022-02-02   03:23:43,28.7167,78.2833,52.43,78,0,6.44
407,Vila Velha,BR,2022-02-02   03:21:40,-20.3297,-40.2925,73.94,95,100,2.3
408,Tessalit,ML,2022-02-02   03:23:43,20.1986,1.0114,59.45,22,90,9.53
409,Rocha,UY,2022-02-02   03:23:43,-34.4833,-54.3333,58.41,76,0,6.13
410,Baghmara,IN,2022-02-02   03:24:44,23.795,86.2085,64.99,49,0,1.45
411,Vanderhoof,CA,2022-02-02   03:24:44,54.0166,-124.0198,-5.01,99,30,1.9
412,Inhambane,MZ,2022-02-02   03:24:44,-23.865,35.3833,71.58,94,20,0.0
413,Camacha,PT,2022-02-02   03:24:45,33.0833,-16.3333,62.53,72,20,18.41
414,Abu Dhabi,AE,2022-02-02   03:21:35,24.4667,54.3667,68.97,82,40,9.22
415,Shenjiamen,CN,2022-02-02   03:24:45,29.9576,122.298,44.31,83,100,13.35
416,Sakakah,SA,2022-02-02   03:24:45,29.9697,40.2064,42.37,55,0,7.63
417,Tivaouane,SN,2022-02-02   03:24:46,14.9515,-16.8129,73.74,14,58,13.65
418,Chililabombwe,ZM,2022-02-02   03:24:46,-12.3648,27.8229,60.8,97,100,2.24
419,Samarai,PG,2022-02-02   03:24:46,-10.6167,150.6667,84.2,69,100,9.42
420,Aranos,NA,2022-02-02   03:21:20,-24.1333,19.1167,71.19,77,95,4.59
421,Faanui,PF,2022-02-02   03:24:47,-16.4833,-151.75,81.12,76,10,19.53
422,Leczyca,PL,2022-02-02   03:24:47,52.0596,19.1997,37.72,97,100,18.59
423,Jeremie,HT,2022-02-02   03:24:47,18.65,-74.1167,75.38,82,19,4.61
424,Vitim,RU,2022-02-02   03:24:48,59.4511,112.5578,-1.07,93,100,5.39
425,Kodinsk,RU,2022-02-02   03:24:48,58.6881,99.1844,-4.67,99,73,2.62
426,Kazachinskoye,RU,2022-02-02   03:24:48,57.6953,93.2761,-0.78,97,93,2.33
427,Carbonia,IT,2022-02-02   03:24:49,39.1672,8.5222,46.99,79,22,16.42
428,Storforshei,NO,2022-02-02   03:24:49,66.4043,14.5233,9.66,87,100,6.69
429,Meulaboh,ID,2022-02-02   03:24:49,4.1363,96.1285,82.11,71,42,4.45
430,Valparaiso,CL,2022-02-02   03:24:50,-33.0393,-71.6273,65.48,73,0,4.61
431,Lufilufi,WS,2022-02-02   03:24:50,-13.8745,-171.5986,89.38,76,80,16.67
432,Pacific Grove,US,2022-02-02   03:22:11,36.6177,-121.9166,54.79,65,0,1.01
433,Turukhansk,RU,2022-02-02   03:24:51,65.8167,87.9833,8.02,94,98,9.24
434,Campoverde,PE,2022-02-02   03:24:51,-8.4753,-74.8058,80.29,81,72,2.98
435,Sur,OM,2022-02-02   03:24:51,22.5667,59.5289,71.91,66,13,6.76
436,Farmersville,US,2022-02-02   03:24:52,36.2977,-119.2068,50.09,80,0,0.0
437,Logansport,US,2022-02-02   03:24:52,40.7545,-86.3567,47.25,76,100,3.44
438,Strezhevoy,RU,2022-02-02   03:24:52,60.7333,77.5889,-4.02,99,99,3.36
439,Moose Factory,CA,2022-02-02   03:24:52,51.2585,-80.6094,35.6,80,100,14.97
440,Gushikawa,JP,2022-02-02   03:24:53,26.3544,127.8686,64.4,91,100,0.0
441,Iqaluit,CA,2022-02-02   03:24:53,63.7506,-68.5145,-5.31,70,75,17.0
442,Slave Lake,CA,2022-02-02   03:24:53,55.2834,-114.769,-7.62,77,20,9.22
443,Ndjole,GA,2022-02-02   03:24:54,-0.1783,10.7649,74.52,95,99,1.41
444,Ust-Kulom,RU,2022-02-02   03:24:54,61.6864,53.6902,24.62,95,100,6.98
445,Taunggyi,MM,2022-02-02   03:24:54,20.7833,97.0333,60.62,29,0,3.85
446,Tobane,BW,2022-02-02   03:24:55,-21.95,27.9,66.99,87,6,5.08
447,Launceston,AU,2022-02-02   03:22:15,-41.45,147.1667,65.8,34,75,9.22
448,Martapura,ID,2022-02-02   03:24:55,-3.4167,114.85,86.09,70,20,3.44
449,Odesskoye,RU,2022-02-02   03:24:55,54.2111,72.9651,-2.6,100,100,4.25
450,Brewster,US,2022-02-02   03:22:06,41.3973,-73.6171,34.39,76,100,0.0
451,Ishigaki,JP,2022-02-02   03:24:56,24.3448,124.1572,69.93,83,75,6.91
452,Rurrenabaque,BO,2022-02-02   03:24:56,-14.4413,-67.5278,71.28,99,99,0.94
453,Broken Hill,AU,2022-02-02   03:24:56,-31.95,141.4333,69.51,30,99,19.57
454,Bonavista,CA,2022-02-02   03:25:57,48.6499,-53.1147,18.12,73,100,20.71
455,Xambioa,BR,2022-02-02   03:25:57,-6.4111,-48.5364,72.5,95,30,1.21
456,Binzhou,CN,2022-02-02   03:25:57,37.3667,118.0167,35.13,23,0,1.43
457,Monrovia,LR,2022-02-02   03:25:58,6.3005,-10.7969,77.85,82,71,2.98
458,Beian,NO,2022-02-02   03:25:58,63.6559,9.5683,24.01,79,20,8.05
459,Kalabo,ZM,2022-02-02   03:25:58,-14.97,22.6814,63.75,82,99,2.55
460,Bowen,AU,2022-02-02   03:25:59,-20.0167,148.2333,91.62,68,100,10.76
461,Mackenzie,CA,2022-02-02   03:25:59,55.2999,-123.1698,-9.18,70,0,2.3
462,Kaberamaido,UG,2022-02-02   03:25:59,1.7389,33.1594,71.02,65,85,2.71
463,Otane,NZ,2022-02-02   03:26:00,-39.8833,176.6333,88.39,21,48,10.25
464,Panji,ID,2022-02-02   03:26:00,-7.7253,114.0995,86.23,62,32,4.07
465,Baie-Comeau,CA,2022-02-02   03:26:00,49.2168,-68.1489,14.0,73,40,14.97
466,Pasni,PK,2022-02-02   03:26:00,25.2631,63.471,71.04,72,0,13.33
467,Geraldton,AU,2022-02-02   03:26:01,-28.7667,114.6,102.61,15,0,26.46
468,Chapais,CA,2022-02-02   03:26:01,49.7834,-74.8492,22.78,90,100,18.05
469,Mackay,AU,2022-02-02   03:26:01,-21.15,149.2,93.69,58,98,10.36
470,Oussouye,SN,2022-02-02   03:25:18,12.485,-16.5469,73.58,43,2,5.19
471,Namibe,AO,2022-02-02   03:26:02,-15.1961,12.1522,71.47,69,100,9.62
472,Hirara,JP,2022-02-02   03:26:02,24.8,125.2833,71.46,83,75,11.5
473,Nelson Bay,AU,2022-02-02   03:26:02,-32.7167,152.15,72.75,94,100,1.01
474,Aguimes,ES,2022-02-02   03:26:03,27.9054,-15.4461,70.66,34,20,4.61
475,Antalaha,MG,2022-02-02   03:26:03,-14.9003,50.2788,74.55,83,93,6.22
476,Ilave,PE,2022-02-02   03:26:03,-16.0833,-69.6667,45.5,84,96,5.19
477,Hulshout,BE,2022-02-02   03:26:04,51.0757,4.7945,48.97,83,100,10.0
478,Sao Joao Da Barra,BR,2022-02-02   03:26:04,-21.6403,-41.0511,72.3,97,100,5.61
479,Palmer,US,2022-02-02   03:26:04,42.1584,-72.3287,31.03,76,75,3.44
480,Kenora,CA,2022-02-02   03:26:05,49.8167,-94.4337,-4.23,77,100,12.66
481,Khovu-Aksy,RU,2022-02-02   03:26:05,51.1333,93.6,-4.92,81,97,0.31
482,Gamba,GA,2022-02-02   03:26:05,-2.65,10.0,77.54,88,100,4.59
483,Harindanga,IN,2022-02-02   03:26:06,22.0383,88.3214,66.18,56,3,5.32
484,Seoul,KR,2022-02-02   03:22:40,37.5683,126.9778,31.39,50,0,5.75
485,Srednekolymsk,RU,2022-02-02   03:26:06,67.45,153.6833,-8.54,89,100,10.49
486,Lahaina,US,2022-02-02   03:26:07,20.8783,-156.6825,80.6,68,5,10.22
487,Salinopolis,BR,2022-02-02   03:26:07,-0.6136,-47.3561,79.0,85,93,10.71
488,Longyearbyen,SJ,2022-02-02   03:22:23,78.2186,15.6401,22.84,68,75,2.3
489,Hovd,MN,2022-02-02   03:26:07,48.0056,91.6419,-3.64,83,100,0.83
490,Rio Cuarto,AR,2022-02-02   03:26:08,-33.1307,-64.3499,75.67,61,48,10.13
491,Zambezi,ZM,2022-02-02   03:26:08,-13.5432,23.1047,63.84,94,97,2.91
492,Muros,ES,2022-02-02   03:26:09,42.7762,-9.0603,48.7,88,0,5.61
493,Maryville,US,2022-02-02   03:23:52,35.7565,-83.9705,49.6,63,40,8.05
494,Qasigiannguit,GL,2022-02-02   03:26:09,68.8193,-51.1922,3.45,95,100,4.92
495,Moranbah,AU,2022-02-02   03:26:09,-22.0016,148.0466,96.91,35,90,10.56
496,San Pedro De Lloc,PE,2022-02-02   03:26:10,-7.4328,-79.5058,72.48,69,13,13.0
497,Pangai,TO,2022-02-02   03:26:10,-19.8,-174.35,81.05,66,8,8.12
498,Kieta,PG,2022-02-02   03:27:11,-6.2167,155.6333,84.25,72,68,9.91
499,Mbandaka,CD,2022-02-02   03:27:11,0.0487,18.2603,76.62,43,96,3.29
500,Adelaide,AU,2022-02-02   03:24:25,-34.9333,138.6,74.41,38,3,4.0
501,Zharkent,KZ,2022-02-02   03:27:11,44.1628,80.0,24.24,45,16,1.5
502,Kirakira,SB,2022-02-02   03:25:10,-10.4544,161.9205,82.71,81,77,6.71
503,Nizwa,OM,2022-02-02   03:27:12,22.9333,57.5333,65.1,30,16,2.26
504,Riyadh,SA,2022-02-02   03:24:02,24.6877,46.7219,48.34,46,0,10.02
505,Christchurch,NZ,2022-02-02   03:26:43,-43.5333,172.6333,85.03,59,100,3.0
506,Sangar,RU,2022-02-02   03:27:12,63.9242,127.4739,-28.14,93,100,3.22
507,Impfondo,CG,2022-02-02   03:27:13,1.6381,18.0667,66.83,38,39,2.95
508,Pimentel,PE,2022-02-02   03:27:13,-6.8367,-79.9342,70.54,80,6,12.91
509,Abnub,EG,2022-02-02   03:27:13,27.2696,31.1511,44.82,50,76,4.16
510,Angoche,MZ,2022-02-02   03:27:14,-16.2325,39.9086,73.2,95,46,6.85
511,Sovetskiy,RU,2022-02-02   03:27:14,61.3614,63.5842,19.09,92,100,9.4
512,Brigantine,US,2022-02-02   03:27:14,39.4101,-74.3646,28.51,100,0,3.44
513,Imeni Poliny Osipenko,RU,2022-02-02   03:27:14,52.4201,136.4853,1.27,90,99,1.1
514,Gwanda,ZW,2022-02-02   03:27:15,-20.9333,29.0,65.66,87,15,4.88
515,Lucea,JM,2022-02-02   03:27:15,18.451,-78.1736,75.06,76,1,7.2
516,Feijo,BR,2022-02-02   03:27:15,-8.1642,-70.3536,73.94,92,100,2.51
517,Lata,PT,2022-02-02   03:27:16,40.1629,-8.3327,52.81,78,0,4.12
518,Nong Phai,TH,2022-02-02   03:27:16,15.9903,101.0618,84.16,58,18,5.5
519,Orange Cove,US,2022-02-02   03:27:16,36.6244,-119.3137,51.6,83,49,3.8
520,Bonthe,SL,2022-02-02   03:27:17,7.5264,-12.505,76.39,90,69,1.59
521,Nemuro,JP,2022-02-02   03:27:17,43.3236,145.575,27.03,64,21,19.44
522,Taicheng,CN,2022-02-02   03:27:17,38.731,113.228,24.17,20,0,4.56
523,Anjiang,CN,2022-02-02   03:27:18,27.3194,110.1031,35.13,94,100,4.09
524,Santiago De Cao,PE,2022-02-02   03:27:18,-7.9589,-79.2392,64.53,94,20,5.75
525,Muravlenko,RU,2022-02-02   03:27:18,63.7898,74.523,-19.86,100,98,5.48
526,Palauig,PH,2022-02-02   03:27:18,15.435,119.9045,82.72,59,20,2.66
527,Hualmay,PE,2022-02-02   03:27:19,-11.0964,-77.6139,71.04,79,70,8.86
528,George Town,MY,2022-02-02   03:24:08,5.4112,100.3354,87.73,72,20,1.01
529,Sassandra,CI,2022-02-02   03:27:19,4.95,-6.0833,75.97,90,100,4.79
530,Kalmunai,LK,2022-02-02   03:27:20,7.4167,81.8167,75.92,72,5,2.8
531,Bubaque,GW,2022-02-02   03:27:20,11.2833,-15.8333,77.81,77,2,4.18
532,Manzhouli,CN,2022-02-02   03:27:20,49.6,117.4333,-4.13,83,16,6.26
533,Ingham,US,2022-02-02   03:27:21,42.6,-84.3833,42.42,93,100,3.44
534,Khasan,RU,2022-02-02   03:27:21,42.4308,130.6434,22.6,43,0,19.24
535,Kiama,AU,2022-02-02   03:27:21,-34.6833,150.8667,69.58,78,100,1.99
536,Jijiga,ET,2022-02-02   03:27:22,9.35,42.8,57.97,58,93,10.63
537,Romanovskaya,RU,2022-02-02   03:27:22,47.5426,42.0285,37.94,87,100,10.13
538,Olinda,BR,2022-02-02   03:27:22,-8.0089,-34.8553,82.13,74,40,5.75
539,Kutum,SD,2022-02-02   03:27:22,14.2,24.6667,53.78,25,0,6.08
540,Pringsewu,ID,2022-02-02   03:27:23,-5.3582,104.9744,73.42,96,100,2.37
541,Assens,DK,2022-02-02   03:27:23,55.2702,9.9008,42.69,73,71,30.02
542,Kushmurun,KZ,2022-02-02   03:27:23,52.4503,64.6311,14.74,87,100,8.43
543,Grindavik,IS,2022-02-02   03:27:24,63.8424,-22.4338,31.95,100,75,9.22
544,Uvira,CD,2022-02-02   03:27:24,-3.4067,29.1458,71.42,85,100,3.94
545,Itarema,BR,2022-02-02   03:27:24,-2.9248,-39.9167,76.93,86,89,9.62
546,Zatoka,UA,2022-02-02   03:28:25,46.0725,30.4654,34.34,94,100,11.86
547,Muswellbrook,AU,2022-02-02   03:28:25,-32.2667,150.9,71.33,95,100,6.44
548,Blois,FR,2022-02-02   03:28:25,47.5833,1.3333,48.78,92,100,9.78
549,Barlinek,PL,2022-02-02   03:28:26,52.9946,15.2186,43.05,97,100,22.08
550,Union City,US,2022-02-02   03:28:26,37.5958,-122.0192,59.38,34,0,8.99
551,Waiouru,NZ,2022-02-02   03:28:26,-39.4833,175.6667,78.21,32,93,6.62
552,Dumas,US,2022-02-02   03:28:27,35.8656,-101.9732,35.02,47,100,10.36
553,Quelimane,MZ,2022-02-02   03:25:13,-17.8786,36.8883,76.95,94,40,2.3
554,Virginia Beach,US,2022-02-02   03:24:35,36.8529,-75.978,39.0,92,20,5.75
555,Alta Floresta,BR,2022-02-02   03:28:27,-9.8756,-56.0861,69.53,96,53,2.19
556,Sarangani,PH,2022-02-02   03:28:27,5.4033,125.4636,81.07,75,100,21.43
557,Morondava,MG,2022-02-02   03:28:28,-20.2833,44.2833,78.85,87,11,3.87
558,Ketchikan,US,2022-02-02   03:25:06,55.3422,-131.6461,32.47,64,100,5.75
559,Nouakchott,MR,2022-02-02   03:28:28,18.0858,-15.9785,82.33,23,99,16.96
560,Chase,CA,2022-02-02   03:28:28,50.8165,-119.6857,24.55,95,4,3.67
561,San Ignacio,BZ,2022-02-02   03:28:29,17.1561,-89.0714,73.54,88,0,6.91
562,Kyabram,AU,2022-02-02   03:28:29,-36.3167,145.05,71.87,28,0,20.13
563,Cacu,BR,2022-02-02   03:28:29,-18.5567,-51.1308,69.82,98,100,4.54
564,Negara,ID,2022-02-02   03:28:30,-8.3151,114.6025,86.0,61,44,1.68
565,Oxelosund,SE,2022-02-02   03:28:30,58.6706,17.1015,24.73,80,75,6.91
566,Maniitsoq,GL,2022-02-02   03:28:30,65.4167,-52.9,7.23,79,100,8.46
567,Wonthaggi,AU,2022-02-02   03:28:31,-38.6044,145.5913,68.2,56,82,14.09
568,Talaya,RU,2022-02-02   03:28:31,61.3833,152.75,-7.55,94,100,5.55
569,Harper,LR,2022-02-02   03:28:31,4.375,-7.7169,78.1,81,100,3.13
